"serial","name","time_start","time_end","venue_serial","event_type","categories","speakers"
"37593","A Technical Exploration of Atom’s Text Editor Component","2014-07-23 11:30:00","2014-07-23 12:10:00","1461","40-minute conference session","Sponsored Sessions","2732"
"37603","Dive into Cloud Foundry PaaS","2014-07-20 19:00:00","2014-07-20 20:00:00","1471","BoF","",""
"37604","Morning Break","2014-07-21 10:45:00","2014-07-21 11:00:00","1584","Open Cloud Day","",""
"37605","Afternoon Break","2014-07-21 15:00:00","2014-07-21 15:15:00","1584","Open Cloud Day","",""
"37606","Lunch","2014-07-21 12:30:00","2014-07-21 13:30:00","1584","Open Cloud Day","",""
"37622","The Enterprise Challenge for Cloud Computing","2014-07-21 09:45:00","2014-07-21 10:15:00","1584","Open Cloud Day","Cloud","141881"
"37623","Real Time Backend for the Internet of Things","2014-07-22 20:00:00","2014-07-22 21:00:00","1457","BoF","",""
"37624","Modern API Design via RAML, Swagger &amp; Blueprints","2014-07-20 19:00:00","2014-07-20 20:00:00","1461","BoF","",""
"37625","A Path to Achieving True Cloud Portability","2014-07-21 14:30:00","2014-07-21 15:00:00","1584","Open Cloud Day","Cloud","181484"
"37626","The Art of Tizen UI Theme Technology in Various Profiles","2014-07-23 11:30:00","2014-07-23 12:10:00","1460","40-minute conference session","Sponsored Sessions","181502"
"37627","A New Community is Born in Internet of Things: Standard Specification to Open Source","2014-07-22 10:40:00","2014-07-22 11:20:00","1460","40-minute conference session","Sponsored Sessions","172630"
"37629","Why Open Platforms Matter to Enterprises and Developers","2014-07-22 11:30:00","2014-07-22 12:10:00","1460","40-minute conference session","Sponsored Sessions","181598"
"37631","A Deployment Architecture for OpenStack in the Enterprise","2014-07-23 11:30:00","2014-07-23 12:10:00","1463","40-minute conference session","Sponsored Sessions","26426"
"37639","Mobile App Test","2014-07-24 14:00:00","2014-07-24 14:15:00","1585","xomotest","",""
"37646","Storytelling on the Shoulders of Giants","2014-07-24 09:40:00","2014-07-24 09:50:00","1525","Keynote","Keynotes","143674"
"37647","Open Platform for Family History","2014-07-22 20:00:00","2014-07-22 21:00:00","1460","BoF","",""
"37648","Github RootsDev Javascript Open Source API Project","2014-07-23 19:00:00","2014-07-23 20:00:00","1456","BoF","",""
"37649","O&#39;Reilly Author Book Signings - Tuesday","2014-07-22 10:00:00","2014-07-22 16:30:00","1597","Event","",""
"37650","O&#39;Reilly Author Book Signings - Wednesday","2014-07-23 10:00:00","2014-07-23 17:00:00","1597","Event","",""
"37651","Office Hours - Tuesday","2014-07-22 10:00:00","2014-07-22 16:30:00","1596","Event","",""
"37652","Office Hours - Wednesday","2014-07-23 10:00:00","2014-07-23 17:00:00","1596","Event","",""
"37657","Ubuntu Server Deep Dive","2014-07-22 20:00:00","2014-07-22 21:00:00","1461","BoF","",""
"37658","Adventures in Hackademia: Bridging Open Source and Higher Education","2014-07-23 19:00:00","2014-07-23 20:00:00","1457","BoF","",""
"37659","Evolution of the Apache CouchDB Development Community","2014-07-23 16:10:00","2014-07-23 16:50:00","1460","40-minute conference session","Sponsored Sessions","181972"
"37661","Driving Innovation and Next Generation Application Architectures with Open Source","2014-07-23 10:40:00","2014-07-23 11:20:00","1461","40-minute conference session","Sponsored Sessions","173503,30412"
"37662","Author Book Signing with Paris Buttfield-Addison, Jonathon Manning, and Tim Nugent","2014-07-22 15:10:00","2014-07-22 15:40:00","1598","Author Signing","Author Signings",""
"37663","Author Book Signing with Paco Nathan","2014-07-22 18:30:00","2014-07-22 19:00:00","1549","Author Signing","Author Signings",""
"37664","Author Book Signing with Harry Percival","2014-07-22 10:10:00","2014-07-22 10:40:00","1549","Author Signing","Author Signings",""
"37665","Author Book Signing with Mike Amundsen","2014-07-22 15:40:00","2014-07-22 16:10:00","1598","Author Signing","Author Signings",""
"37666","Author Book Signing with Arun Gupta","2014-07-22 15:10:00","2014-07-22 15:40:00","1549","Author Signing","Author Signings",""
"37667","Author Book Signing with Anil Madhavapeddy","2014-07-22 10:10:00","2014-07-22 10:40:00","1550","Author Signing","Author Signings",""
"37668","Author Book Signing with Lorna Jane Mitchell","2014-07-23 10:10:00","2014-07-23 10:40:00","1549","Author Signing","Author Signings",""
"37669","Author Book Signing with Kyle Simpson","2014-07-23 15:10:00","2014-07-23 15:40:00","1549","Author Signing","Author Signings",""
"37670","Author Book Signing with Ruth Suehle","2014-07-22 15:40:00","2014-07-22 16:10:00","1549","Author Signing","Author Signings",""
"37671","Author Book Signing with Mike Wolfson","2014-07-22 17:40:00","2014-07-22 18:00:00","1549","Author Signing","Author Signings",""
"37672","Author Book Signing with Neal Ford","2014-07-22 15:10:00","2014-07-22 15:40:00","1550","Author Signing","Author Signings",""
"37673","Author Book Signing with Francesco Cesarini","2014-07-22 17:40:00","2014-07-22 18:00:00","1550","Author Signing","Author Signings",""
"37674","Scalable, Fault Tolerant, Never-stop Systems: The World of Erlang","2014-07-23 19:00:00","2014-07-23 20:00:00","1458","BoF","",""
"37675","Author Book Signing with Sebastien Goasguen","2014-07-22 18:00:00","2014-07-22 18:30:00","1549","Author Signing","Author Signings",""
"37676","Author Book Signing with Dan Sanderson","2014-07-23 15:10:00","2014-07-23 15:40:00","1550","Author Signing","Author Signings",""
"37677","Author Book Signing with Alasdair Allan","2014-07-22 15:40:00","2014-07-22 16:10:00","1550","Author Signing","Author Signings",""
"37678","What&#39;s a &quot;DPDK&quot;, and Where Can I Get One?","2014-07-23 10:40:00","2014-07-23 11:20:00","1463","40-minute conference session","Sponsored Sessions","182043"
"37679","Author Book Signing with Steven Pousty and Katie Miller","2014-07-22 18:00:00","2014-07-22 18:30:00","1550","Author Signing","Author Signings",""
"37680","Author Book Signing with Scott Murray","2014-07-23 15:10:00","2014-07-23 15:40:00","1598","Author Signing","Author Signings",""
"37681","Author Book Signing with Jason Strimpel","2014-07-23 15:40:00","2014-07-23 16:10:00","1549","Author Signing","Author Signings",""
"37682","Author Book Signing with Jamie Allen","2014-07-23 15:40:00","2014-07-23 16:10:00","1550","Author Signing","Author Signings",""
"37683","Author Book Signing with Ethan Brown","2014-07-23 10:10:00","2014-07-23 10:40:00","1550","Author Signing","Author Signings",""
"37684","Author Book Signing with Tom Fifield and Everett Toews","2014-07-23 15:40:00","2014-07-23 16:10:00","1598","Author Signing","Author Signings",""
"37685","Author Book Signing with Jeff Sheltren and Narayan Newton","2014-07-23 10:10:00","2014-07-23 10:40:00","1598","Author Signing","Author Signings",""
"37688","Containermania: The Hype, The Reality, and The Future","2014-07-21 16:45:00","2014-07-21 17:00:00","1584","Open Cloud Day","Cloud","6845"
"37689","The Human Element of APIs","2014-07-21 12:00:00","2014-07-21 12:30:00","1584","Open Cloud Day","Cloud","182080"
"37690","How Disney Built a Modern Cloud with Open Source","2014-07-21 10:15:00","2014-07-21 10:45:00","1584","Open Cloud Day","Cloud","182081"
"37698","Designers, See Your Designs Differently: Color Contrast Tips and Techniques","2014-07-23 19:00:00","2014-07-23 20:00:00","1461","BoF","",""
"37699","Glimpse of Git&#39;s Future","2014-07-22 16:10:00","2014-07-22 16:50:00","1454","40-minute conference session","Tools & Techniques","64512"
"37703","Alchemy.js","2014-07-20 19:00:00","2014-07-20 20:00:00","1470","BoF","",""
"37704","Identity: Authentication and User Management","2014-07-23 19:00:00","2014-07-23 20:00:00","1463","BoF","",""
"37708","Taming Hybrid Clouds with ManageIQ ","2014-07-22 19:00:00","2014-07-22 20:00:00","1460","BoF","",""
"37709","Leveraging a Cloud Architecture for Fun, Ease, and Profit","2014-07-22 11:30:00","2014-07-22 12:10:00","1463","40-minute conference session","Sponsored Sessions","140339,122564"
"37712","Gluster Community BoF","2014-07-22 19:00:00","2014-07-22 20:00:00","1465","BoF","",""
"37713","A Hands-on Intro to Data Science and R","2014-07-21 09:00:00","2014-07-21 12:30:00","1607","Event","Sponsored Tutorials","182463"
"37714","Author Signing with Miguel Grinberg","2014-07-22 10:10:00","2014-07-22 10:40:00","1598","Author Signing","Author Signings",""
"37715","TA3M","2014-07-22 19:00:00","2014-07-22 20:00:00","1466","BoF","",""
"37717","CLA’s: Best Thing Since Sliced Bread or Tool of the Devil… A Panel Discussion","2014-07-23 16:10:00","2014-07-23 16:50:00","1462","40-minute conference session","Business","179595,7969,46421"
"37719","Making a Difference through Open Source","2014-07-22 09:20:00","2014-07-22 09:30:00","1525","Keynote","Keynotes","3476,181009,182521"
"37721","10 Years of Google Summer of Code","2014-07-22 09:50:00","2014-07-22 09:55:00","1525","Keynote","Keynotes","27949,81759"
"37723","Empowering IT As A Service","2014-07-22 09:45:00","2014-07-22 09:50:00","1525","Keynote","Keynotes","177325"
"37724","High Performance Visualizations with Canvas","2014-07-22 13:40:00","2014-07-22 14:20:00","1460","40-minute conference session","Sponsored Sessions","160033"
"37733","Comics for Communication and Fun!","2014-07-23 19:00:00","2014-07-23 20:00:00","1465","BoF","",""
"37736","Apache Spark: A Killer or Savior of Apache Hadoop?","2014-07-23 13:40:00","2014-07-23 14:20:00","1463","40-minute conference session","Sponsored Sessions","151691"
"37738","Open Manufacturing:  Bringing Open Hardware Beyond 3D Printing","2014-07-24 09:30:00","2014-07-24 09:40:00","1525","Keynote","Keynotes","182587"
"37742","OpenBTS: Develop Your Own Cell Network &amp; Apps!","2014-07-23 19:00:00","2014-07-23 20:00:00","1466","BoF","",""
"37744","Office Hour with Renee DiResta (OATV), Bryce Roberts (OATV), and Roger Chen (OATV)","2014-07-22 13:00:00","2014-07-22 13:30:00","1546","Office Hours","Office Hours","122516,1402,171704"
"37755","Cassandra 2.X: Transactions, NoSQL, and Performance","2014-07-22 14:30:00","2014-07-22 15:10:00","1463","40-minute conference session","Sponsored Sessions","140062"
"37759","Geek Choir","2014-07-23 19:00:00","2014-07-23 20:00:00","1464","BoF","",""
"37767","PostgreSQL BoF","2014-07-22 19:00:00","2014-07-22 20:00:00","1451","BoF","",""
"37768","Office Hour with Tim O&#39;Reilly (O&#39;Reilly Media, Inc.)","2014-07-22 12:45:00","2014-07-22 13:15:00","1547","Office Hours","Office Hours","251"
"37769","Office Hour with Tim Bray (Independent)","2014-07-22 17:45:00","2014-07-22 18:15:00","1546","Office Hours","Office Hours","24978"
"37771","Tim O&#39;Reilly","2014-07-23 09:45:00","2014-07-23 09:55:00","1525","Keynote","Keynotes","251"
"37774","Fifty Shades of Perl","2014-07-23 19:00:00","2014-07-23 19:30:00","1450","Event","Events|Perl","4710"
"slot_15176","Lunch","2014-07-20 12:30:00","2014-07-20 13:30:00","1468","break","Break",""
"slot_15177","Lunch","2014-07-21 12:30:00","2014-07-21 13:30:00","1468","break","Break",""
"slot_15276","Morning Break","2014-07-22 10:10:00","2014-07-22 10:40:00","1467","break","Break",""
"slot_15277","Lunch","2014-07-22 12:10:00","2014-07-22 13:40:00","1469","break","Break",""
"slot_15279","Afternoon break","2014-07-22 15:10:00","2014-07-22 16:10:00","1467","break","Break",""
"slot_15294","Morning Break","2014-07-23 10:10:00","2014-07-23 10:40:00","1467","break","Break",""
"slot_15295","Lunch","2014-07-23 12:10:00","2014-07-23 13:40:00","1469","break","Break",""
"slot_15311","Afternoon Break","2014-07-23 15:10:00","2014-07-23 16:10:00","1467","break","Break",""
"slot_15409","Morning Break","2014-07-24 10:40:00","2014-07-24 11:00:00","1473","break","Break",""
"slot_15895","Dinner","2014-07-23 17:40:00","2014-07-23 19:00:00","1523","break","Break",""
